"","state","county1","fps_state","fps_county","state.x","county.x","pop.2000","total","x","commercial","industrial","residential","electricity.prod","onroad","cement","aircraft","unknown","nonroad","transport","other","cbsa.code","metro.division.code","csa.code","cbsa.title","metropolitan.micropolitan.statistical.area","metropolitan.division.title","csa.title","county.county.equivalent","state.name","central.outlying.county","state.y","county.y","name","popestimate2002","LND010190D","county","STCOU","percap","pop_dens"
"1430","MI","Montcalm",26,117,"MI","Montcalm County",61266,3.464636219,NA,0.245188084,0.500464411,0.377735519,0.538793546,1.426192784,0,0.048346396,0.12152759,0.206387888,1.802454659,"H1","24340",NA,266,"Grand Rapids-Wyoming, MI","Metropolitan Statistical Area","","Grand Rapids-Wyoming-Muskegon, MI","Montcalm County","Michigan","Outlying","MI","Montcalm County","Montcalm County",62420,721.02,"Montcalm",26117,5.55052261935277e-05,86.57180105961
"1431","MI","Montmorency",26,119,"MI","Montmorency County",10315,3.030283108,NA,0.217512473,0.326971086,0.47495131,0,1.19799069,0,0.01425881,0.035842285,0.762756454,2.010848239,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Montmorency County",10560,562.46,"Montmorency",26119,0.000286958627651515,18.7746684208655
"1432","MI","Muskegon",26,121,"MI","Muskegon County",170200,7.035302552,NA,0.173867499,1.127362974,0.57803327,3.628263584,1.156049303,0,0.066427077,0.166976723,0.138322122,1.527775226,"H1","34740",NA,266,"Muskegon, MI","Metropolitan Statistical Area","","Grand Rapids-Wyoming-Muskegon, MI","Muskegon County","Michigan","Central","MI","Muskegon County","Muskegon County",171765,1459.29,"Muskegon",26121,4.09588830786249e-05,117.704500133627
"1433","MI","Newaygo",26,123,"MI","Newaygo County",47874,2.377444065,NA,0.304195292,0.358879201,0.29675723,5.38253e-05,1.072032551,0,0.045941689,0.115482942,0.184101337,1.417558517,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Newaygo County",49013,861.45,"Newaygo",26123,4.85063975883949e-05,56.8959312786581
"1434","MI","Oakland",26,125,"MI","Oakland County",1194156,3.238852567,NA,0.369637379,0.37826414,0.653281944,0.00062197,1.589317408,0,0.03452446,0.086783605,0.126421661,1.837047133,"H1","19820",47664,220,"Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI","Oakland County","Michigan","Central","MI","Oakland County","Oakland County",1202721,908.07,"Oakland",26125,2.6929375698936e-06,1324.48049159206
"1435","MI","Oceana",26,127,"MI","Oceana County",26873,2.719437897,NA,0.270004298,0.42252221,0.296877337,0,1.290377789,0,0.024369444,0.061257096,0.354029723,1.730034052,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Oceana County",27650,1306.83,"Oceana",26127,9.83521843399638e-05,21.1580695270234
"1436","MI","Ogemaw",26,129,"MI","Ogemaw County",21645,3.119116963,NA,0.365567783,0.160568708,0.286541346,0,1.803421719,0,0.049852897,0.125314486,0.327850024,2.306439126,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Ogemaw County",21758,574.67,"Ogemaw",26129,0.00014335494820296,37.8617293403171
"1437","MI","Ontonagon",26,131,"MI","Ontonagon County",7818,12.01635004,NA,0.195349214,7.330769851,0.482699402,0,2.293782551,0,0.028288081,0.071107338,1.614353601,4.00753157,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Ontonagon County",7703,3741.37,"Ontonagon",26131,0.00155995716474101,2.05887148290599
"1438","MI","Osceola",26,133,"MI","Osceola County",23197,4.031823645,NA,0.482181407,0.758219639,0.294291612,0.083912018,2.065968155,0,0.006618143,0.016635955,0.323996716,2.413218969,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Osceola County",23500,573.15,"Osceola",26133,0.000171566963617021,41.001483032365
"1439","MI","Oscoda",26,135,"MI","Oscoda County",9418,3.172494633,NA,0.32127469,0.18961525,0.275288812,0,1.56510833,0,0,0,0.821207551,2.386315881,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Oscoda County",9449,571.6,"Oscoda",26135,0.000335749246798603,16.5307907627712
"1440","MI","Otsego",26,137,"MI","Otsego County",23301,6.642213681,NA,0.379013179,3.235989071,0.36082099,0.206410227,1.746919134,0,0.106546681,0.267824827,0.338689572,2.459980215,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Otsego County",24155,526,"Otsego",26137,0.000274982971682881,45.9220532319392
"1441","MI","Ottawa",26,139,"MI","Ottawa County",238314,14.123536,NA,0.180296884,0.671007753,0.546057625,11.30396984,1.17804366,0,0.008771094,0.022047776,0.213341376,1.422203906,"H1","24340",NA,266,"Grand Rapids-Wyoming, MI","Metropolitan Statistical Area","","Grand Rapids-Wyoming-Muskegon, MI","Ottawa County","Michigan","Outlying","MI","Ottawa County","Ottawa County",245913,1632.12,"Ottawa",26139,5.74330596593104e-05,150.670906550989
"1442","MI","Presque",26,141,"MI","Presque Isle County",14411,3.690016228,NA,0.25625282,0.207255139,0.476394021,0.000447025,1.913197169,0,0.009908079,0.024905709,0.801656265,2.749667222,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Presque Isle County",14320,2573.22,"Presque Isle",26141,0.000257682697486034,5.56501193057725
"1443","MI","Roscommon",26,143,"MI","Roscommon County",25469,3.47974826,NA,0.234789129,0.108227172,0.532617486,0,2.077315679,0,0.047040661,0.118245263,0.361512871,2.604114474,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Roscommon County",25818,579.86,"Roscommon",26143,0.000134779931055852,44.524540406305
"1444","MI","Saginaw",26,145,"MI","Saginaw County",210039,4.478847491,NA,0.421960829,1.444863978,0.572705983,0.115087242,1.534523745,0,0.072946868,0.183365443,0.133393404,1.92422946,"H1","40980",NA,474,"Saginaw, MI","Metropolitan Statistical Area","","Saginaw-Midland-Bay City, MI","Saginaw County","Michigan","Central","MI","Saginaw County","Saginaw County",210087,815.82,"Saginaw",26145,2.1319013032696e-05,257.516363903802
"1445","MI","Sanilac",26,151,"MI","Sanilac County",44547,2.890578999,NA,0.235210018,0.594245481,0.400741499,0,1.177438018,0,0.025111994,0.063123622,0.394708367,1.660382001,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Sanilac County",44535,1590.64,"Sanilac",26151,6.49057819467834e-05,27.9981642609264
"1446","MI","Schoolcraft",26,153,"MI","Schoolcraft County",8903,7.665571044,NA,0.242511517,2.828563376,0.359338088,0,2.453020939,0,0.096830262,0.243400843,1.441906019,4.235158063,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Schoolcraft County",8778,1883.79,"Schoolcraft",26153,0.000873270795625427,4.65975506824009
"1447","MI","Shiawassee",26,155,"MI","Shiawassee County",71687,2.736302846,NA,0.194073274,0.186402709,0.49000551,0,1.562602309,0,0.038770989,0.097458021,0.166990034,1.865821353,"H1","37020",NA,330,"Owosso, MI","Micropolitan Statistical Area","","Lansing-East Lansing-Owosso, MI","Shiawassee County","Michigan","Central","MI","Shiawassee County","Shiawassee County",72122,540.78,"Shiawassee",26155,3.7939919109287e-05,133.366618587966
"1448","MI","St.",26,147,"MI","St. Clair County",164235,29.63023586,NA,0.18289692,0.668479434,0.556927324,26.59630998,1.313271558,0,0.043616934,0.109639259,0.15909445,1.625622201,"H1","19820",47664,220,"Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI","St. Clair County","Michigan","Outlying","MI","St. Clair County","St. Clair County",167712,832.55,"St. Clair",26147,0.000176673320096356,201.443757131704
"1449","MI","St.",26,147,"MI","St. Clair County",164235,29.63023586,NA,0.18289692,0.668479434,0.556927324,26.59630998,1.313271558,0,0.043616934,0.109639259,0.15909445,1.625622201,"H1","19820",47664,220,"Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI","St. Clair County","Michigan","Outlying","MI","St. Clair County","St. Clair County",167712,521.18,"St. Joseph",26149,0.000176673320096356,321.792854675928
"1450","MI","St.",26,149,"MI","St. Joseph County",62422,3.442964527,NA,0.284536861,0.949386665,0.471761076,0.000558278,1.337713505,0,0.042102285,0.105831875,0.251073983,1.736721648,"H1","44780",NA,310,"Sturgis, MI","Micropolitan Statistical Area","","Kalamazoo-Battle Creek-Portage, MI","St. Joseph County","Michigan","Central","MI","St. Joseph County","St. Joseph County",62366,832.55,"St. Clair",26147,5.52057936535933e-05,74.9096150381359
"1451","MI","St.",26,149,"MI","St. Joseph County",62422,3.442964527,NA,0.284536861,0.949386665,0.471761076,0.000558278,1.337713505,0,0.042102285,0.105831875,0.251073983,1.736721648,"H1","44780",NA,310,"Sturgis, MI","Micropolitan Statistical Area","","Kalamazoo-Battle Creek-Portage, MI","St. Joseph County","Michigan","Central","MI","St. Joseph County","St. Joseph County",62366,521.18,"St. Joseph",26149,5.52057936535933e-05,119.663072259104
"1452","MI","Tuscola",26,157,"MI","Tuscola County",58266,2.749675156,NA,0.265720282,0.406817903,0.370416316,0,1.360215214,0,0.02690555,0.067632038,0.251967854,1.706720656,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Tuscola County",58249,913.83,"Tuscola",26157,4.72055341035898e-05,63.7416149612072
"1453","MI","Van",26,159,"MI","Van Buren County",76263,2.964338208,NA,0.199982504,0.261168383,0.421937081,0.000298468,1.841247639,0,0.021397431,0.05378641,0.164520291,2.080951772,"H1","28020",NA,310,"Kalamazoo-Portage, MI","Metropolitan Statistical Area","","Kalamazoo-Battle Creek-Portage, MI","Van Buren County","Michigan","Outlying","MI","Van Buren County","Van Buren County",77235,1090.28,"Van Buren",26159,3.83807627112061e-05,70.8396008364824
"1454","MI","Washtenaw",26,161,"MI","Washtenaw County",322895,3.569512786,NA,0.477783547,0.481022628,0.608959427,0.000360227,1.71578974,0,0.031616316,0.079473449,0.174507451,2.001386956,"H1","11460",NA,220,"Ann Arbor, MI","Metropolitan Statistical Area","","Detroit-Warren-Ann Arbor, MI","Washtenaw County","Michigan","Central","MI","Washtenaw County","Washtenaw County",334351,722.59,"Washtenaw",26161,1.06759446988345e-05,462.711911319005
"1455","MI","Wayne",26,163,"MI","Wayne County",2061162,4.312309128,NA,0.194150011,0.697089928,0.633485716,1.122399982,1.315549779,0,0.075459361,0.189681041,0.084493311,1.665183491,"H1","19820",19804,220,"Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Ann Arbor, MI","Wayne County","Michigan","Central","MI","Wayne County","Wayne County",2045540,672.26,"Wayne",26163,2.10815194422989e-06,3042.78106684914
"1456","MI","Wexford",26,165,"MI","Wexford County",30484,3.385127462,NA,0.316216015,0.496913202,0.410842662,0.000746688,1.695217452,0,0.065212511,0.163923575,0.236055357,2.160408895,"H1","15620",NA,NA,"Cadillac, MI","Micropolitan Statistical Area","","","Wexford County","Michigan","Central","MI","Wexford County","Wexford County",30777,575.88,"Wexford",26165,0.000109988870325243,53.4434257136904
"1457","MN","Aitkin",27,1,"MN","Aitkin County",15301,5.268398451,NA,0.203826307,0.800995462,0.737513929,0,2.351076438,0,0.112261825,0.2821907,0.780533788,3.526062752,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Aitkin County",15494,1995.39,"Aitkin",27001,0.0003400282981154,7.76489809009767
"1458","MN","Anoka",27,3,"MN","Anoka County",298084,3.705402834,NA,0.320579064,1.259075801,0.505965497,0,1.296702234,0,0.052533936,0.132053747,0.138492555,1.619782472,"H1","33460",NA,378,"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Anoka County","Minnesota","Central","MN","Anoka County","Anoka County",309790,446.28,"Anoka",27003,1.19610149908002e-05,694.160616653222
"1459","MN","Becker",27,5,"MN","Becker County",30000,6.24239687,NA,0.581317688,2.521268616,0.564299403,0,1.794785575,0,0.063267297,0.159034056,0.558424234,2.575511162,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Becker County",30787,1445.17,"Becker",27005,0.000202760803910742,21.3033760734031
"1460","MN","Beltrami",27,7,"MN","Beltrami County",39650,4.764629144,NA,0.373237472,1.404659132,0.455381679,0,1.530738986,0,0.112646822,0.283158593,0.604806461,2.531350861,"H1","13420",NA,NA,"Bemidji, MN","Micropolitan Statistical Area","","","Beltrami County","Minnesota","Central","MN","Beltrami County","Beltrami County",41026,3055.7,"Beltrami",27007,0.000116136819187832,13.4260562227967
"1461","MN","Benton",27,9,"MN","Benton County",34226,3.989274221,NA,0.269073697,1.022073583,0.517482707,0.005255394,1.892293443,0,0,0,0.283095397,2.17538884,"H1","41060",NA,378,"St. Cloud, MN","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Benton County","Minnesota","Central","MN","Benton County","Benton County",36316,413.02,"Benton",27009,0.000109848943193083,87.9279453779478
"1462","MN","Big",27,11,"MN","Big Stone County",5820,5.493455857,NA,0.285571537,0.102176042,0.686078781,0,1.641885165,0,0.114501471,0.287820397,2.375422464,4.419629497,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Big Stone County",5677,527.92,"Big Stone",27011,0.00096766881398626,10.7535232611002
"1463","MN","Blue",27,13,"MN","Blue Earth County",55941,6.473587489,NA,0.350209403,3.127589772,0.563889645,0,1.530966411,0,0.144655498,0.363618306,0.392658453,2.431898668,"H1","31860",NA,359,"Mankato-North Mankato, MN","Metropolitan Statistical Area","","Mankato-New Ulm-North Mankato, MN","Blue Earth County","Minnesota","Central","MN","Blue Earth County","Blue Earth County",56704,765.93,"Blue Earth",27013,0.000114164564916055,74.0328750669121
"1464","MN","Brown",27,15,"MN","Brown County",26911,4.817991639,NA,0.543017887,1.503486305,0.619981385,0,1.27465639,0,0.105318321,0.264737038,0.506794313,2.151506062,"H1","35580",NA,359,"New Ulm, MN","Micropolitan Statistical Area","","Mankato-New Ulm-North Mankato, MN","Brown County","Minnesota","Central","MN","Brown County","Brown County",26673,618.62,"Brown",27015,0.000180631786413227,43.116937700042
"1465","MN","Carlton",27,17,"MN","Carlton County",31671,6.124102618,NA,1.643980328,1.322272299,0.606537123,1.35604e-05,2.237012359,0,0.034352409,0.086351001,0.193583538,2.551299307,"H1","20260",NA,NA,"Duluth, MN-WI","Metropolitan Statistical Area","","","Carlton County","Minnesota","Outlying","MN","Carlton County","Carlton County",32577,875.28,"Carlton",27017,0.000187988538478067,37.2189470797916
"1466","MN","Carver",27,19,"MN","Carver County",70205,3.871158518,NA,0.341774879,1.386961341,0.521299288,0.02953,1.290036692,0,0,0,0.301556317,1.591593009,"H1","33460",NA,378,"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Carver County","Minnesota","Central","MN","Carver County","Carver County",75620,376.23,"Carver",27019,5.11922575773605e-05,200.994072774633
"1467","MN","Cass",27,21,"MN","Cass County",27150,4.910401497,NA,0.184871025,0.733300185,0.630592771,0,2.303653578,0,0.075067699,0.188696341,0.794219899,3.361637516,"H1","14660",NA,NA,"Brainerd, MN","Micropolitan Statistical Area","","","Cass County","Minnesota","Outlying","MN","Cass County","Cass County",27833,2414.31,"Cass",27021,0.000176423723529623,11.5283455728552
"1468","MN","Chippewa",27,23,"MN","Chippewa County",13088,5.123657924,NA,0.28093287,1.133743672,0.690578526,0.005189183,1.750684769,0,0.094715565,0.238085148,0.929728191,3.013213674,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Chippewa County",12930,587.85,"Chippewa",27023,0.000396261247022428,21.9954069915795
"1469","MN","Chisago",27,25,"MN","Chisago County",41101,4.804900145,NA,0.259997804,1.075269768,0.540042673,0,2.624269057,0,0.020435059,0.051367293,0.233518491,2.9295899,"H1","33460",NA,378,"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Chisago County","Minnesota","Outlying","MN","Chisago County","Chisago County",44580,442.53,"Chisago",27025,0.000107781519627636,100.738932953698
"1470","MN","Clay",27,27,"MN","Clay County",51229,4.139773467,NA,0.314244464,1.117423072,0.434825835,0,1.771160372,0,0.026405025,0.066373963,0.409340735,2.273280096,"H1","22020",NA,244,"Fargo, ND-MN","Metropolitan Statistical Area","","Fargo-Wahpeton, ND-MN","Clay County","Minnesota","Central","MN","Clay County","Clay County",51947,1052.78,"Clay",27027,7.96922530078734e-05,49.3426926803321
"1471","MN","Clearwater",27,29,"MN","Clearwater County",8423,8.361158408,NA,4.033722061,0.748928778,0.490759507,0,2.105621061,0,0,0,0.982127002,3.087748063,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Clearwater County",8400,1029.85,"Clearwater",27029,0.000995376000952381,8.15652764965772
"1472","MN","Cook",27,31,"MN","Cook County",5168,49.93344183,NA,0.486713947,1.946112811,0.678961024,39.85770757,3.743459782,0,0.075324674,0.189342563,2.955819455,6.963946473,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Cook County",5194,3339.29,"Cook",27031,0.00961367767231421,1.55542046363149
"1473","MN","Cottonwood",27,33,"MN","Cottonwood County",12167,7.125511555,NA,0.81397482,2.505373792,0.683633565,0,1.667316763,0,0.076787228,0.193018665,1.185406722,3.122529378,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Cottonwood County",12043,648.94,"Cottonwood",27033,0.000591672469899527,18.5579560514069
"1474","MN","Crow",27,35,"MN","Crow Wing County",55099,5.408450545,NA,0.412368876,1.870293688,0.576415958,0,1.962164773,0,0.081941304,0.205974637,0.29929131,2.549372024,"H1","14660",NA,NA,"Brainerd, MN","Micropolitan Statistical Area","","","Crow Wing County","Minnesota","Central","MN","Crow Wing County","Crow Wing County",56903,1156.62,"Crow Wing",27035,9.50468436637787e-05,49.1976621535163
"1475","MN","Dakota",27,37,"MN","Dakota County",355904,7.365769378,NA,0.489362579,3.395889027,0.500651504,1.338113351,1.35618825,0,0.034991055,0.087956485,0.162617128,1.641752918,"H1","33460",NA,378,"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Dakota County","Minnesota","Central","MN","Dakota County","Dakota County",368972,586.36,"Dakota",27037,1.99629494324773e-05,629.258476021557
"1476","MN","Dodge",27,39,"MN","Dodge County",17731,4.591904197,NA,0.565211761,1.08729604,0.609889262,0,1.668075113,0,0.030273923,0.076099218,0.55505888,2.329507134,"H1","40340",NA,462,"Rochester, MN","Metropolitan Statistical Area","","Rochester-Austin, MN","Dodge County","Minnesota","Outlying","MN","Dodge County","Dodge County",18551,439.64,"Dodge",27039,0.000247528661365964,42.1958875443545
"1477","MN","Douglas",27,41,"MN","Douglas County",32821,5.539251575,NA,0.465810326,1.660201897,0.614339865,0,2.095368634,0,0.081932965,0.205953608,0.415644279,2.798899487,"H1","10820",NA,NA,"Alexandria, MN","Micropolitan Statistical Area","","","Douglas County","Minnesota","Central","MN","Douglas County","Douglas County",33520,719.97,"Douglas",27041,0.000165252135292363,46.5574954511994
"1478","MN","Faribault",27,43,"MN","Faribault County",16181,6.810556865,NA,0.752399071,1.872147015,0.744651611,0,2.113227494,0,0.09288693,0.233488551,1.001756194,3.441359169,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Faribault County",15925,721.64,"Faribault",27043,0.000427664481318681,22.0677900338119
"1479","MN","Fillmore",27,45,"MN","Fillmore County",21122,4.798127426,NA,0.405995099,1.48512661,0.643643372,0,1.570848294,0,0.020737532,0.052127513,0.619649006,2.263362346,"H1","40340",NA,462,"Rochester, MN","Metropolitan Statistical Area","","Rochester-Austin, MN","Fillmore County","Minnesota","Outlying","MN","Fillmore County","Fillmore County",21418,862.19,"Fillmore",27045,0.000224023131291437,24.8413922685255
"1480","MN","Freeborn",27,47,"MN","Freeborn County",32584,6.658622956,NA,0.5056895,2.272569021,0.637678907,0,2.444753728,0,0.096406503,0.242335427,0.459189871,3.242685528,"H1","10660",NA,NA,"Albert Lea, MN","Micropolitan Statistical Area","","","Freeborn County","Minnesota","Central","MN","Freeborn County","Freeborn County",32092,722.66,"Freeborn",27047,0.000207485446715692,44.4081587468519
"1481","MN","Goodhue",27,49,"MN","Goodhue County",44127,5.35871122,NA,0.579988602,1.646681384,0.606252715,0.054345879,2.018057505,0,0.024329183,0.061155892,0.367900059,2.471442639,"H1","39860",NA,378,"Red Wing, MN","Micropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Goodhue County","Minnesota","Central","MN","Goodhue County","Goodhue County",44769,780.47,"Goodhue",27049,0.000119696915722933,57.3615898112676
"1482","MN","Grant",27,51,"MN","Grant County",6289,7.514131857,NA,0.246956326,0.934786229,0.773743925,0,2.734586505,0,0.153635949,0.386192241,2.284230684,5.558645378,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Grant County",6256,575.21,"Grant",27051,0.00120110803340793,10.8760278854679
"1483","MN","Hennepin",27,53,"MN","Hennepin County",1116200,7.792890105,NA,0.862296702,3.251398841,0.548106214,0.681463434,1.36200131,0,0.268147384,0.674037972,0.145438248,2.449624914,"H1","33460",NA,378,"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Hennepin County","Minnesota","Central","MN","Hennepin County","Hennepin County",1122259,606.43,"Hennepin",27053,6.94393193104266e-06,1850.59940965981
"1484","MN","Houston",27,55,"MN","Houston County",19718,3.346387959,NA,0.183288262,0.655832847,0.610336771,0,1.346736299,0,0.053960422,0.135639556,0.360593802,1.896930079,"H1","29100",NA,NA,"La Crosse-Onalaska, WI-MN","Metropolitan Statistical Area","","","Houston County","Minnesota","Central","MN","Houston County","Houston County",19846,568.95,"Houston",27055,0.000168617754660889,34.8817998066614
"1485","MN","Hubbard",27,57,"MN","Hubbard County",18376,5.650426195,NA,0.996841809,1.33636772,0.564911088,0,1.937896196,0,0.10388929,0.261145071,0.44937502,2.752305578,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Hubbard County",18425,999.44,"Hubbard",27057,0.000306671706648575,18.4353237813175
"1486","MN","Isanti",27,59,"MN","Isanti County",31287,3.998021349,NA,0.24487902,0.981811062,0.636168677,0.000265549,1.479307674,0,0.116557884,0.292989675,0.246041807,2.13489704,"H1","33460",NA,378,"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Isanti County","Minnesota","Outlying","MN","Isanti County","Isanti County",33799,451.9,"Isanti",27059,0.000118288154945413,74.7930958176588
"1487","MN","Itasca",27,61,"MN","Itasca County",43992,52.31201217,NA,0.495223005,1.825465109,0.670310372,47.07432005,1.605717333,0,0.068655356,0.172577915,0.399743034,2.246693639,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Itasca County",44144,2927.91,"Itasca",27061,0.00118503108395252,15.0769661635774
"1488","MN","Jackson",27,63,"MN","Jackson County",11268,7.097357702,NA,0.329086452,1.343141211,0.704644134,0,3.082769992,0,0.060723559,0.152639722,1.424352632,4.720485905,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Jackson County",11281,719.51,"Jackson",27063,0.000629142602783441,15.6787257995024
"1489","MN","Kanabec",27,65,"MN","Kanabec County",14996,4.308577361,NA,0.2272237,0.892302083,0.673329955,0,1.753546753,0,0.108346361,0.272348479,0.381480032,2.515721624,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Kanabec County",15455,533.41,"Kanabec",27065,0.000278782100355872,28.973959993251
"1490","MN","Kandiyohi",27,67,"MN","Kandiyohi County",41203,6.099235339,NA,1.171524956,2.138167277,0.57777896,0.000258876,1.597118956,0,0.049482228,0.12438274,0.440521348,2.211505271,"H1","48820",NA,NA,"Willmar, MN","Micropolitan Statistical Area","","","Kandiyohi County","Minnesota","Central","MN","Kandiyohi County","Kandiyohi County",40832,862.01,"Kandiyohi",27067,0.000149373906225509,47.3683599958237
"1491","MN","Kittson",27,69,"MN","Kittson County",5285,12.92806655,NA,4.186970507,1.312824221,0.670003655,0,2.193469578,0,0.36430705,0.915752276,3.284739262,6.758268166,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Kittson County",5059,1103.54,"Kittson",27069,0.00255545889503855,4.58433767693061
"1492","MN","Koochiching",27,71,"MN","Koochiching County",14355,8.917288063,NA,1.734415266,3.22107136,0.606373628,0,1.452867434,0,0.391767075,0.984778731,0.526014569,3.355427808,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Koochiching County",13978,3154.35,"Koochiching",27071,0.000637951642795822,4.43134084676716
"1493","MN","Lac",27,73,"MN","Lac qui Parle County",8067,6.682880414,NA,0.36469021,1.653848384,0.675436835,0,1.901387717,0,0.02874575,0.072257995,1.986513524,3.988904986,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Lac qui Parle County",7932,778.09,"Lac qui Parle",27073,0.000842521484367121,10.1941934737627
"1494","MN","Lake",27,75,"MN","Lake County",11058,34.84258621,NA,0.289989254,30.0887695,0.681188949,0,2.302326743,0,0.099998288,0.251363847,1.128949629,3.782638507,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Lake County",11094,1775.08,"Lake of the Woods",27077,0.00314066938976023,6.24985916127724
"1495","MN","Lake",27,75,"MN","Lake County",11058,34.84258621,NA,0.289989254,30.0887695,0.681188949,0,2.302326743,0,0.099998288,0.251363847,1.128949629,3.782638507,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Lake County",11094,2991.14,"Lake",27075,0.00314066938976023,3.70895377682088
"1496","MN","Lake",27,77,"MN","Lake of the Woods County",4522,10.08352363,NA,0.331312881,0.99401063,0.482351831,0,1.686404002,0,0.327569193,0.823405205,5.438469885,8.275848285,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Lake of the Woods County",4385,1775.08,"Lake of the Woods",27077,0.00229954928848347,2.47031119724181
"1497","MN","Lake",27,77,"MN","Lake of the Woods County",4522,10.08352363,NA,0.331312881,0.99401063,0.482351831,0,1.686404002,0,0.327569193,0.823405205,5.438469885,8.275848285,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Lake of the Woods County",4385,2991.14,"Lake",27075,0.00229954928848347,1.4659962422354
"1498","MN","Le",27,79,"MN","Le Sueur County",25426,4.675374177,NA,0.847237083,1.208985632,0.625262685,0,1.530707193,0,0.015598883,0.039210658,0.408372042,1.993888776,"H1","33460",NA,378,"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area","","Minneapolis-St. Paul, MN-WI","Le Sueur County","Minnesota","Outlying","MN","Le Sueur County","Le Sueur County",26005,473.9,"Le Sueur",27079,0.000179787509209767,54.8744460856721
